"";"DOY";"Hour";"Lake_Height";"Discharge_in";"Discharge_out";"schiffen_discharge"
"214";"9";"21";429,135333333333;10,9924761904762;16,5290952380952;0
"215";"9";"22";429,135428571429;11,5799523809524;15,6511428571429;0
"216";"9";"23";429,1406;12,91355;16,6192;0
"217";"10";"0";429,131818181818;12,3643636363636;15,7421818181818;0
"218";"10";"1";429,131681818182;12,3589090909091;15,5605;0
"219";"10";"2";429,136571428571;12,65;16,3478571428571;0
"220";"10";"3";429,136666666667;12,3650952380952;16,5809047619048;0
"221";"10";"4";429,134857142857;11,8086666666667;16,9036666666667;0
"222";"10";"5";429,134428571429;11,3589523809524;16,942380952381;0
"223";"10";"6";429,134285714286;10,9454761904762;17,3595238095238;0
"224";"10";"7";429,131409090909;10,3773181818182;16,7294545454545;0
"225";"10";"8";429,131318181818;10,1400909090909;17,0232727272727;100
"226";"10";"9";429,131136363636;9,96486363636364;17,1335454545455;100
"227";"10";"10";429,135571428571;10,1824285714286;17,6510952380952;100
"228";"10";"11";429,13519047619;10,0900476190476;17,4735714285714;100
"229";"10";"12";429,134714285714;10,1051904761905;17,2662857142857;100
"230";"10";"13";429,134238095238;10,5561428571429;17,1880952380952;100
"231";"10";"14";429,134047619048;11,2929047619048;16,9621428571429;100
"232";"10";"15";429,13380952381;11,6896666666667;16,870380952381;100
"233";"10";"16";429,133666666667;11,7747142857143;16,8818095238095;0
"234";"10";"17";429,133476190476;11,6394285714286;16,9798571428571;0
"235";"10";"18";429,133285714286;11,5515714285714;16,426;0
"236";"10";"19";429,133428571429;11,776619047619;16,002380952381;0
"237";"10";"20";429,133571428571;11,981;15,6134761904762;0
"238";"10";"21";429,133571428571;12,2677619047619;15,3875238095238;0
"239";"10";"22";429,133238095238;12,4381904761905;15,661619047619;0
"240";"10";"23";429,133380952381;12,7962380952381;16,1649523809524;0
"241";"11";"0";429,129090909091;13,3473181818182;16,3305;0
"242";"11";"1";429,129045454545;14,0959545454545;17,0038636363636;0
"243";"11";"2";429,129;14,1064545454545;17,3986363636364;0
"244";"11";"3";429,129227272727;13,5813636363636;17,8954090909091;0
"245";"11";"4";429,129409090909;12,7660909090909;18,2510454545455;0
"246";"11";"5";429,125869565217;11,512652173913;17,3874782608696;0
"247";"11";"6";429,126043478261;10,9185217391304;17,3596956521739;0
"248";"11";"7";429,125913043478;10,5301304347826;17,4570434782609;0
"249";"11";"8";429,125826086957;10,2853913043478;17,2763043478261;100
"250";"11";"9";429,125782608696;10,1768695652174;17,449347826087;100
"251";"11";"10";429,12552173913;10,2608260869565;17,213652173913;100
"252";"11";"11";429,12547826087;10,2813913043478;16,5829130434783;100
"253";"11";"12";429,125434782609;10,2132173913043;15,8573913043478;100
"254";"11";"13";429,125217391304;10,013347826087;15,3021739130435;100
"255";"11";"14";429,124956521739;9,76921739130435;14,8557391304348;100
"256";"11";"15";429,124913043478;9,5674347826087;14,745652173913;100
"257";"11";"16";429,124956521739;9,43160869565217;14,9462608695652;0
"258";"11";"17";429,128909090909;9,58509090909091;15,7706818181818;0
"259";"11";"18";429,128909090909;9,39781818181818;15,5244545454545;0
"260";"11";"19";429,128590909091;9,26559090909091;15,2618181818182;0
"261";"11";"20";429,128545454545;9,1685;15,1089090909091;0
"262";"11";"21";429,128454545455;9,11295454545455;14,9738636363636;0
"263";"11";"22";429,132476190476;9,36719047619048;15,1337142857143;0
"264";"11";"23";429,132;9,43671428571429;15,0331904761905;0
"265";"12";"0";429,13180952381;9,57128571428571;14,9002380952381;0
"266";"12";"1";429,131333333333;9,80790476190476;14,8601904761905;0
"267";"12";"2";429,131047619048;9,91390476190476;15,0117142857143;0
"268";"12";"3";429,130761904762;9,96423809523809;16,441619047619;0
"269";"12";"4";429,130333333333;9,96019047619048;17,0959047619048;0
